418	1513326	1702	1246
419	1523372	306	218
420	1525327	479	311
421	1528256	1195	636
422	1535100	311	255
423	1537106	2431	1171
424	1550718	1234	726
425	1557822	989	603
426	1563669	31	26
427	1563896	105	85
428	1564625	67	58
429	1565109	49	28
430	1565421	18	13
431	1565546	55	41
432	1565918	1035	648
433	1572157	133	69
434	1572966	1331	565
435	1580677	183	148
436	1581889	5	5
437	1581933	50	19
438	1582227	73	55
439	1582737	50	42
440	1583099	25	19
441	1583274	289	190
442	1585083	226	147
443	1586522	55	40
444	1586899	464	306
445	1589862	1198	432
446	1596432	326	217
447	1598521	61	52
448	1598959	152	141
449	1599876	116	70
450	1600620	1515	660
451	1609264	2219	879
452	1621321	283	121
453	1622938	48	33
454	1623258	5	2
455	1623290	169	76
456	1624308	525	341
457	1627559	218	164
458	1628981	537	297
459	1632146	303	229
460	1633919	697	582
461	1637883	616	317
462	1641495	540	323
463	1644825	243	109
464	1646234	234	104
465	1647607	58	47
466	1648030	13	12
467	1648132	125	110
468	1649002	115	84
469	1649772	32	30
470	1649996	1372	498
471	1657572	2	2
472	1657589	212	93
473	1658838	323	247
474	1660917	204	101
475	1662114	36	14
476	1662332	1	1
477	1662342	92	62
478	1662926	77	67
479	1663444	287	157
480	1665129	417	137
481	1667434	7	5
482	1667486	6	6
483	1667536	2	2
484	1667556	1	1
485	1667566	27	21
486	1667759	274	151
487	1669482	183	133
488	1670668	383	251
489	1673004	3	3
490	1673028	21	10
491	1673161	100	43
492	1673762	10	8
493	1673837	32	28
494	1674072	1969	866
495	1685177	49	39
496	1685536	1	1
497	1685546	374	248
498	1687852	7	7
499	1687911	207	131
500	1689189	1789	1087
501	1699661	101	76
502	1700351	89	68
503	1700979	37	19
504	1701213	58	54
505	1701642	236	160
506	1703136	48	40
507	1703460	1	1
508	1703468	1	1
509	1703476	5	4
510	1703515	944	207
511	1708560	228	106
512	1709915	69	42
513	1710370	28	19
514	1710568	1346	646
515	1718220	297	127
516	1719974	3937	1322
517	1741508	2	1
518	1741524	265	95
519	1743111	94	53
520	1743716	109	63
521	1744407	2152	456
522	1755919	551	259
523	1759309	3	3
524	1759333	1	1
525	1759342	3034	1157
526	1775586	3	3
527	1775610	2	2
528	1775628	15	7
529	1775730	19	14
530	1775876	1195	417
531	1782468	173	136
532	1783606	695	334
533	1787637	2	2
534	1787654	1	1
535	1787663	1	1
536	1787672	3736	1668
537	1808463	640	414
538	1812375	1852	1042
539	1823099	788	250
540	1827458	4	3
541	1827490	98	55
542	1828094	39	21
543	1828356	1124	633
544	1835097	2	2
545	1835116	2	1
546	1835132	287	154
547	1836902	682	494
548	1840989	97	65
549	1841627	403	261
550	1844088	511	342
551	1847200	1084	421
552	1853251	40	23
553	1853522	172	116
554	1854651	1	1
555	1854661	28	20
556	1854866	262	198
557	1856591	111	78
558	1857339	1	1
559	1857349	208	101
560	1858580	112	85
561	1859306	52	36
562	1859673	2	2
563	1859692	14	11
564	1859801	5	3
565	1859837	14	13
566	1859947	86	54
567	1860502	766	177
568	1864662	9	9
569	1864739	4	3
570	1864772	165	101
571	1865875	1823	963
572	1876444	2	2
573	1876463	161	89
574	1877446	4	4
575	1877481	7	6
576	1877539	360	239
577	1879736	3	3
578	1879765	595	392
579	1883423	224	155
580	1884868	3	1
581	1884890	1989	653
582	1895666	13	8
583	1895760	6	6
584	1895807	778	480
585	1900398	1125	392
586	1906826	1029	452
587	1912755	128	77
588	1913583	926	479
589	1918975	111	94
590	1919701	1	1
591	1919711	1	1
592	1919721	1	1
593	1919731	1	1
594	1919741	276	175
595	1921496	87	37
596	1922065	651	425
597	1926039	1287	668
598	1933391	3778	1394
599	1953992	119	72
600	1954763	347	152
601	1956853	728	298
602	1961090	562	322
603	1964476	1483	759
604	1973049	1	1
605	1973059	1396	519
606	1980819	117	58
607	1981559	35	21
608	1981789	46	25
609	1982100	319	184
610	1984088	185	142
611	1985347	1521	899
612	1994151	209	114
613	1995428	104	47
614	1996126	530	333
615	1999412	32	24
616	1999627	479	337
617	2002542	417	225
618	2005053	48	35
619	2005393	85	66
620	2005977	627	267
621	2009539	418	303
622	2012203	440	175
623	2014781	26	15
624	2014955	1	1
625	2014965	520	272
626	2018079	1	1
627	2018089	1	1
628	2018099	135	126
629	2019021	38	20
630	2019291	264	148
631	2020903	233	121
632	2022289	1146	880
633	2029292	776	497
634	2033986	315	224
635	2035961	8	7
636	2036033	392	277
637	2038495	191	132
638	2039751	186	132
639	2040957	372	267
640	2043335	34	31
641	2043582	1208	491
642	2050513	572	352
643	2054092	256	163
644	2055746	410	221
645	2058254	186	82
646	2059367	289	195
647	2061216	2179	704
648	2073223	1285	570
649	2080627	83	74
650	2081227	70	56
651	2081713	14	14
652	2081822	1318	580
653	2089378	350	211
654	2091541	1	1
655	2091551	199	163
656	2092869	992	487
657	2098521	60	54
658	2098956	33	31
659	2099202	80	35
660	2099749	451	262
661	2102461	109	73
662	2103190	421	246
663	2105728	158	95
664	2106745	93	69
665	2107366	156	125
666	2108387	104	56
667	2109040	67	47
668	2109501	88	46
669	2110057	94	61
670	2110685	140	92
671	2111623	3	3
672	2111650	32	27
673	2111877	691	343
674	2115985	469	349
675	2118924	1	1
676	2118934	74	57
677	2119435	334	196
678	2121487	2	1
679	2121504	425	281
680	2124204	175	108
681	2125337	317	218
682	2127388	73	55
683	2127881	260	145
684	2129517	78	46
685	2130034	50	40
686	2130375	64	58
687	2130830	1501	720
688	2139679	252	166
689	2141258	354	181
690	2143411	127	37
691	2144207	407	275
692	2146694	2312	1119
693	2159589	652	327
694	2163394	13	10
695	2163496	1553	942
696	2172681	77	72
697	2173227	184	133
698	2174433	307	179
699	2176363	94	69
700	2176998	761	481
701	2181638	8	8
702	2181702	219	142
703	2183127	1	1
704	2183137	177	110
705	2184291	312	163
706	2186241	152	105
707	2187286	3	3
708	2187314	3	3
709	2187342	76	56
710	2187863	57	42
711	2188264	57	48
712	2188666	4	3
713	2188700	3816	1923
714	2209896	1	1
715	2209906	105	66
716	2210589	101	67
717	2211248	30	21
718	2211456	325	244
719	2213526	138	101
720	2214474	444	300
721	2217271	1091	740
722	2223891	46	36
723	2224215	11	11
724	2224304	216	153
725	2225709	52	39
726	2226082	167	125
727	2227201	1607	470
728	2235850	1616	719
729	2244918	55	39
730	2245304	29	10
731	2245479	168	94
732	2246545	303	185
733	2248361	3	3
734	2248391	784	354
735	2252865	72	62
736	2253373	1264	693
737	2260890	81	71
738	2261460	1433	823
739	2269706	179	87
740	2270831	1839	906
741	2281574	193	156
742	2282901	15	13
743	2283028	9	8
744	2283098	125	43
745	2283878	654	396
746	2287723	669	381
747	2291739	242	195
748	2293330	3	3
749	2293357	169	117
750	2294459	121	98
751	2295258	149	113
752	2296248	201	119
753	2297486	84	53
754	2298057	257	208
755	2299734	1162	684
756	2306635	313	186
757	2308566	1547	869
758	2317577	28	23
759	2317776	1177	681
760	2324866	1460	944
761	2333222	4070	2015
762	2356310	1932	666
763	2366746	211	141
764	2368123	105	83
765	2368813	34	26
766	2369058	1243	452
767	2376006	2	2
768	2376026	47	29
769	2376365	82	68
770	2376920	32	24
771	2377168	68	57
772	2377666	896	650
773	2382825	203	148
774	2384124	733	398
775	2388523	42	32
776	2388835	46	28
777	2389161	52	34
778	2389530	606	434
779	2393278	299	213
780	2395142	2	2
781	2395163	845	531
782	2400175	93	65
783	2400814	68	52
784	2401298	3	2
785	2401326	505	216
786	2404334	267	195
787	2406031	112	58
788	2406756	1	1
789	2406767	1	1
790	2406778	93	64
791	2407395	499	235
792	2410357	223	146
793	2411804	18	13
794	2411940	1	1
795	2411951	15	13
796	2412070	16	8
797	2412177	274	166
798	2413865	370	208
799	2416135	1249	689
800	2423419	164	44
801	2424351	691	457
802	2428705	49	35
803	2429038	134	70
804	2429910	105	84
805	2430624	30	24
806	2430844	100	83
807	2431544	83	51
808	2432122	558	366
809	2435520	14	13
810	2435638	1	1
811	2435649	2	2
812	2435668	19	9
813	2435801	263	138
814	2437407	655	427
815	2441392	582	411
816	2444933	427	313
817	2447575	23	15
818	2447740	823	466
819	2452666	50	46
820	2453045	9	6
821	2453118	2180	907
822	2465079	18	12
823	2465210	133	103
824	2466121	960	492
825	2471763	33	27
826	2472011	77	65
827	2472558	1	1
828	2472569	133	102
829	2473453	120	101
830	2474300	62	53
831	2474752	14	13
832	2474869	991	608
833	2480892	274	174
834	2482611	72	49
835	2483111	1100	667
836	2489868	307	216
837	2491864	129	64
838	2492671	22	22
839	2492848	193	133
840	2494114	343	187
841	2496246	362	257
842	2498573	202	110
843	2499822	45	28
844	2500123	154	120
845	2501173	331	190
846	2503230	85	68
847	2503824	441	350
848	2506571	74	49
849	2507088	245	145
850	2508638	1	1
851	2508649	401	263
852	2511127	281	192
853	2512864	82	63
854	2513445	2254	1173
855	2526553	40	38
856	2526860	1014	464
857	2532798	262	177
858	2534483	766	294
859	2538826	283	238
860	2540697	75	67
861	2541241	4	3
862	2541272	624	479
863	2545048	140	101
864	2545959	307	229
865	2547946	1174	699
866	2555047	2052	977
867	2566611	34	29
868	2566867	345	222
869	2569043	207	159
870	2570374	20	17
871	2570526	329	256
872	2572644	239	119
873	2574091	499	341
874	2577126	126	97
875	2577977	220	145
876	2579459	170	119
877	2580561	31	27
878	2580791	250	193
879	2582427	514	243
880	2585511	12	10
881	2585607	138	120
882	2586554	421	265
883	2589182	14	10
884	2589289	512	319
885	2592391	100	86
886	2593098	394	267
887	2595509	166	122
888	2596614	65	42
889	2597058	382	229
890	2599452	526	351
891	2602712	41	21
892	2603000	47	30
893	2603323	123	75
894	2604119	307	215
895	2606041	71	55
896	2606541	323	185
897	2608553	304	135
898	2610332	5	5
899	2610378	240	156
900	2611927	247	187
901	2613487	1538	895
902	2622340	383	223
903	2624645	8	6
904	2624713	14	9
905	2624816	323	169
906	2626768	90	68
907	2627384	114	45
908	2628076	45	23
909	2628363	5	5
910	2628408	54	38
911	2628787	1	1
912	2628798	15	9
913	2628913	568	343
914	2632332	135	97
915	2633209	29	21
916	2633419	13	10
917	2633523	8	2
918	2633573	4	3
919	2633608	119	91
920	2634406	113	65
921	2635129	64	36
922	2635557	151	109
923	2636591	214	97
924	2637874	322	194
925	2639883	27	13
926	2640056	30	28
927	2640277	80	57
928	2640810	693	231
929	2644731	42	31
930	2645039	41	33
931	2645331	513	293
932	2648427	82	60
933	2648993	154	105
934	2650007	113	83
935	2650758	112	90
936	2651527	162	85
937	2652518	1085	316
938	2658413	10	8
939	2658493	386	160
940	2660750	12	6
941	2660832	3959	1253
942	2681642	399	229
943	2684096	1709	716
944	2693679	138	115
945	2694622	2526	1070
946	2708260	2609	856
947	2722580	31	25
948	2722814	146	119
949	2723816	6	6
950	2723867	420	169
951	2726243	216	88
952	2727475	811	268
953	2731955	59	32
954	2732328	455	232
955	2735102	837	290
956	2739718	106	89
957	2740450	215	127
958	2741781	647	424
959	2745753	656	369
960	2749587	71	60
961	2750103	2603	763
962	2763987	31	22
963	2764205	3	2
964	2764229	11	4
965	2764302	45	26
966	2764594	13	13
967	2764701	341	148
968	2766691	140	109
969	2767629	1	1
970	2767640	39	22
971	2767901	81	55
972	2768429	71	55
973	2768916	55	36
974	2769295	162	125
975	2770366	7	6
976	2770425	506	335
977	2773531	241	171
978	2775110	430	332
979	2777839	34	32
980	2778098	108	70
981	2778809	142	111
982	2779772	64	42
983	2780202	104	69
984	2780897	90	52
985	2781469	854	522
986	2786580	48	29
987	2786914	376	247
988	2789242	323	228
989	2791297	1	1
990	2791308	1	1
991	2791319	1	1
992	2791330	269	190
993	2793060	3	3
994	2793089	72	44
995	2793578	35	22
996	2793835	293	195
997	2795696	276	172
998	2797403	3	3
999	2797431	3	3
1000	2797460	28	18
1001	2797677	159	92
1002	2798689	23	16
1003	2798866	11	11
1004	2798957	53	38
1005	2799325	41	31
1006	2799618	109	60
1007	2800318	108	77
1008	2801039	416	230
1009	2803569	22	18
1010	2803739	316	201
1011	2805726	532	398
1012	2809026	32	18
1013	2809261	1256	807
1014	2816948	12	7
1015	2817033	125	87
1016	2817858	15	4
1017	2817948	98	60
1018	2818587	333	185
1019	2820638	99	69
1020	2821314	3	2
1021	2821341	2493	1346
1022	2835295	2213	1197
1023	2847843	209	154
1024	2849184	14	8
1025	2849277	1111	558
1026	2855785	127	41
1027	2856632	235	196
1028	2858195	908	549
1029	2863710	75	63
1030	2864244	75	58
1031	2864766	201	151
1032	2866134	408	223
1033	2868535	35	22
1034	2868781	654	464
1035	2872860	70	57
1036	2873356	257	173
1037	2875018	357	245
1038	2877259	11	5
1039	2877335	318	206
1040	2879329	120	77
1041	2880149	698	464
1042	2884509	205	90
1043	2885703	12	10
1044	2885800	175	84
1045	2886875	32	28
1046	2887117	143	17
1047	2887916	5	4
1048	2887960	3	2
1049	2887987	28	23
1050	2888204	100	70
1051	2888868	80	68
1052	2889438	334	231
1053	2891575	305	214
1054	2893506	107	43
1055	2894179	121	80
1056	2894976	151	70
1057	2895910	472	220
1058	2898642	5968	2119
1059	2931063	131	95
1060	2931897	1335	831
1061	2939779	21	20
1062	2939948	7	4
1063	2940005	2	2
1064	2940027	274	188
1065	2941743	17	15
1066	2941876	373	218
1067	2944200	1108	642
1068	2950597	57	45
1069	2951007	924	565
1070	2956598	140	120
1071	2957541	1982	750
1072	2968919	384	195
1073	2971283	441	350
1074	2974160	12	6
1075	2974245	36	28
1076	2974506	410	184
1077	2976934	59	7
1078	2977280	53	30
1079	2977636	7	6
1080	2977697	287	213
1081	2979529	110	85
1082	2980291	202	133
1083	2981599	28	11
1084	2981774	327	243
1085	2983852	418	284
1086	2986507	320	219
1087	2988568	331	155
1088	2990626	43	29
1089	2990935	31	31
1090	2991170	36	32
1091	2991444	34	29
1092	2991693	19	16
1093	2991840	23	11
1094	2991995	9	7
1095	2992075	18	17
1096	2992222	82	62
1097	2992802	48	34
1098	2993138	133	73
1099	2994026	48	33
1100	2994350	35	20
1101	2994586	82	57
1102	2995146	294	163
1103	2996998	240	143
1104	2998530	5	5
1105	2998580	120	65
1106	2999339	273	190
1107	3001079	44	39
1108	3001395	439	278
1109	3004082	288	217
1110	3005989	166	137
1111	3007108	61	52
1112	3007539	84	68
1113	3008122	10	9
1114	3008205	2	1
1115	3008222	4	4
1116	3008260	3	3
1117	3008290	48	38
1118	3008629	444	242
1119	3011223	6	4
1120	3011273	27	25
1121	3011476	14	10
1122	3011587	169	122
1123	3012705	419	272
1124	3015300	3	3
1125	3015331	41	33
1126	3015617	90	58
1127	3016216	355	174
1128	3018381	418	257
1129	3020968	42	27
1130	3021252	3	1
1131	3021274	151	67
1132	3022229	29	20
1133	3022440	837	335
1134	3027125	613	332
1135	3030701	16	14
1136	3030830	5	4
1137	3030874	1	1
1138	3030886	361	263
1139	3033223	165	124
1140	3034305	497	347
1141	3037414	203	128
1142	3038679	33	28
1143	3038925	98	59
1144	3039541	34	29
1145	3039796	204	116
1146	3041090	204	158
1147	3042438	6	4
1148	3042484	3	2
1149	3042510	74	51
1150	3043035	8	8
1151	3043106	1	1
1152	3043118	1786	1256
1153	3053481	717	457
1154	3057735	54	40
1155	3058110	21	17
1156	3058271	163	95
1157	3059296	15	12
1158	3059414	6	5
1159	3059463	13	12
1160	3059564	44	28
1161	3059857	37	22
1162	3060101	58	50
1163	3060500	133	100
1164	3061350	21	13
1165	3061495	313	178
1166	3063436	243	156
1167	3064974	41	27
1168	3065252	296	192
1169	3067159	910	352
1170	3072245	2219	796
1171	3084075	54	41
1172	3084460	2	2
1173	3084481	141	88
1174	3085400	65	26
1175	3085791	286	200
1176	3087638	798	494
1177	3092467	1395	740
1178	3100403	5	4
1179	3100445	154	74
1180	3101420	97	63
1181	3102047	351	194
1182	3104206	28	24
1183	3104419	201	136
1184	3105752	438	214
1185	3108319	16	8
1186	3108435	45	25
1187	3108744	18	13
1188	3108880	157	31
1189	3109750	16	13
1190	3109875	20	18
1191	3110026	3545	1145
1192	3129164	877	438
1193	3134395	182	142
1194	3135588	32	20
1195	3135807	419	144
1196	3138161	246	164
1197	3139716	2	2
1198	3139738	3	2
1199	3139763	23	20
1200	3139936	209	97
1201	3141207	17	5
1202	3141310	4	4
1203	3141348	17	15
1204	3141477	92	60
1205	3142086	19	16
1206	3142227	34	20
1207	3142460	4	4
1208	3142500	9	3
1209	3142561	2	2
1210	3142581	1	1
1211	3142593	203	146
1212	3143903	22	19
1213	3144070	341	271
1214	3146300	37	26
1215	3146557	586	293
1216	3150038	6	2
1217	3150078	76	47
1218	3150587	189	116
1219	3151818	23	14
1220	3151983	23	19
1221	3152164	590	329
1222	3155711	148	76
1223	3156602	2	2
1224	3156622	27	19
1225	3156818	521	247
1226	3159806	7	6
1227	3159864	9	7
1228	3159935	1	1
1229	3159947	35	29
1230	3160203	1	1
1231	3160215	2	2
1232	3160236	16	8
1233	3160338	9	6
1234	3160406	73	50
1235	3160902	6	6
1236	3160953	148	85
1237	3161865	110	80
1238	3162595	243	180
1239	3164182	303	199
1240	3166108	270	192
1241	3167848	58	45
1242	3168249	58	47
1243	3168658	14	7
1244	3168757	45	29
1245	3169061	44	34
1246	3169358	21	14
1247	3169510	201	132
1248	3170806	1557	835
1249	3179919	10	10
1250	3180011	326	145
1251	3181933	5	4
1252	3181975	3	3
1253	3182004	400	272
1254	3184517	47	40
1255	3184877	95	74
1256	3185514	591	297
1257	3189199	173	99
1258	3190271	1881	759
1259	3200731	220	127
1260	3202063	112	63
1261	3202781	41	28
1262	3203067	392	226
1263	3205407	1127	279
1264	3211550	15	10
1265	3211662	285	215
1266	3213536	214	149
1267	3214934	44	33
1268	3215257	386	279
1269	3217655	144	72
1270	3218516	46	20
1271	3218796	24	13
1272	3218963	214	120
1273	3220270	8	8
1274	3220339	24	20
1275	3220520	20	18
1276	3220684	12	9
1277	3220783	128	106
1278	3221649	15	15
1279	3221775	163	105
1280	3222862	405	263
1281	3225391	199	161
1282	3226742	7	7
1283	3226804	201	154
1284	3228143	2740	1605
1285	3243703	4	4
1286	3243742	73	41
1287	3244219	9	7
1288	3244300	1031	716
1289	3250399	528	316
1290	3253622	36	30
1291	3253882	82	47
1292	3254397	224	154
1293	3255824	454	310
1294	3258675	582	366
1295	3262354	96	74
1296	3263007	919	405
1297	3268393	13	5
1298	3268488	2	2
1299	3268510	169	122
1300	3269618	95	78
1301	3270279	5	4
1302	3270323	14	13
1303	3270442	91	69
1304	3271063	30	19
1305	3271274	34	27
1306	3271526	129	79
1307	3272379	184	90
1308	3273525	34	30
1309	3273781	56	49
1310	3274181	35	28
1311	3274434	549	316
1312	3277753	47	39
1313	3278101	81	71
1314	3278671	320	199
1315	3280637	35	31
1316	3280896	18	8
1317	3281020	20	11
1318	3281163	18	15
1319	3281293	387	305
1320	3283777	33	25
1321	3284028	1	1
1322	3284040	149	81
1323	3284979	26	25
1324	3285184	181	113
1325	3286335	26	22
1326	3286527	113	60
1327	3287232	8	8
1328	3287304	84	61
1329	3287866	81	57
1330	3288404	7	5
1331	3288459	465	139
1332	3291107	230	120
1333	3292501	7	6
1334	3292560	186	99
1335	3293701	395	312
1336	3296265	142	113
1337	3297229	1043	468
1338	3303166	21	14
1339	3303314	299	206
1340	3305231	5	5
1341	3305277	14	12
1342	3305391	39	25
1343	3305659	12	8
1344	3305754	203	81
1345	3306980	27	25
1346	3307188	468	359
1347	3310189	24	17
1348	3310379	5	4
1349	3310422	160	114
1350	3311457	270	176
1351	3313267	117	87
1352	3314069	321	197
1353	3316038	370	289
1354	3318256	27	23
1355	3318475	43	41
1356	3318809	61	52
1357	3319245	208	133
1358	3320534	814	461
1359	3325281	93	77
1360	3325932	976	344
1361	3331491	34	32
1362	3331749	499	369
1363	3334949	254	160
1364	3336529	293	171
1365	3338339	17	11
