1	145
2	343218
3	705
4	2308
5	274737
6	1456
7	2400130
8	2337
9	1118
10	955992
11	1289613
12	1601
13	2526712
14	808
15	1628
16	288
17	2402964
18	421549
19	2500944
20	1340
21	264946
22	706430
23	861703
24	498250
25	423761
26	689637
27	1593
28	115566
29	2619572
30	1055203
31	487105
32	263268
33	869890
34	1783112
35	1328
36	786080
37	2284483
38	766
39	2038151
40	631
41	727
42	675
43	1027
44	1952
45	1193
46	538
47	2005
48	2062
49	2461
50	2797113
51	2841
52	1002951
53	653693
54	1806
55	2380952
56	732731
57	261226
58	2084101
59	2500795
60	1760506
61	2682749
62	1995427
63	1432
64	2926
65	838
66	1229564
67	2561282
68	716741
69	2094815
70	2503303
71	1434212
72	1199
73	1987
74	2123
75	2080387
76	1368
77	430590
78	795362
79	2383
80	2123460
81	742242
82	23368
83	254
84	2777
85	2180
86	1758
87	1030834
88	1600
89	541
90	1865781
91	1450692
92	2120225
93	750
94	2199
95	2737
96	204
97	1030255
98	2491763
99	547864
100	2844125
101	2588
102	1106
103	175245
104	2971
105	954117
106	147
107	579
108	804353
109	51
110	2272688
111	2417080
112	432758
113	1701
114	1845
115	334
116	2836
117	2272826
118	1048977
119	56
120	606
121	2513
122	668378
123	1943528
124	2111
125	1045450
126	2086
127	761
128	2183
129	417
130	1223094
131	1031163
132	2351737
133	2468
134	547
135	1849260
136	2594
137	2949
138	1227954
139	1169
140	800
141	2200
142	2774
143	698
144	2099355
145	2055
146	893
147	612
148	1014176
149	1992010
150	158
151	392666
152	913788
153	2668
154	2324
155	1989128
156	1026695
157	2535245
158	162086
159	1451728
160	2505
161	1592
162	1221
163	684
164	1263
165	1805
166	839
167	1393914
168	2133624
169	2361662
170	1922
171	1486705
172	104564
173	917347
174	262
175	521
176	844
177	519922
178	796
179	2009
180	2511460
181	2584
182	2347
183	1315100
184	219
185	1720
186	515023
187	904
188	2919
189	842935
190	841
191	1178970
192	2081589
193	1379
194	1765051
195	2992
196	2887
197	1820
198	319509
199	1247167
200	2680
201	1655
202	282
203	555057
204	1746303
205	910
206	525330
207	1045535
208	948
209	1003
210	2171
211	1394592
212	1681
213	2037352
214	2826
215	208
216	658
217	466009
218	2038
219	415100
220	1289
221	2776
222	1795249
223	1768
224	113135
225	769928
226	818
227	2656883
228	704
229	1064504
230	2377638
231	1473028
232	491
233	1334
234	424003
235	1852507
236	2114
237	854
238	2373
239	1992092
240	291724
241	1306
242	1935558
243	366
244	2471329
245	572
246	520
247	428526
248	1276
249	527721
250	183
251	696
252	1892
253	1156884
254	419731
255	2647
256	476
257	1026495
258	623552
259	1245593
260	958747
261	466
262	1561
263	1955
264	983
265	1743
266	2201472
267	225
268	1057777
269	614
270	2074
271	1447
272	274704
273	1408
274	868545
275	1721
276	2489690
277	2703
278	665
279	439519
280	2868
281	2501404
282	1104
283	105262
284	1822
285	2050941
286	1669982
287	2540932
288	1669233
289	1797
290	319
291	1079883
292	603043
293	1926
294	630
295	1669
296	468
297	70804
298	248489
299	2804242
300	775288
301	2698
302	743
303	2314
304	1518
305	1160247
306	2407
307	2846311
308	44001
309	159
310	1576087
311	976821
312	383285
313	291
314	895
315	2568
316	754
317	2400822
318	963
319	1503
320	2385089
321	1975361
322	2135
323	1013399
324	1068012
325	2375776
326	2094548
327	956156
328	1036818
329	394
330	2662668
331	971
332	361
333	2427
334	614914
335	2328
336	1279
337	1488
338	284
339	2666069
340	1630
341	1599825
342	186425
343	232
344	889
345	1460
346	108885
347	2079116
348	2460140
349	1821914
350	2041
351	1308063
352	1532119
353	1872
354	2162
355	143629
356	2364
357	635
358	2667137
359	232520
360	1562
361	1396
362	1810378
363	1205
364	1835
365	1162
366	125507
367	991839
368	1329
369	1636
370	843215
371	917325
372	1119041
373	1000853
374	1745
375	1058
376	1575880
377	2010067
378	1364
379	386
380	1452
381	2770
382	1673
383	443583
384	1350
385	2760
386	1150
387	1002596
388	337063
389	182014
390	419367
391	2538
392	2807908
393	2501069
394	1496
395	1776113
396	1920
397	850051
398	1948
399	977871
400	2188
401	2802
402	873978
403	2402002
404	2337248
405	167681
406	1268535
407	1121
408	120
409	1188575
410	704218
411	2392112
412	2258161
413	778
414	107283
415	1925
416	410683
417	2117155
418	945700
419	812
420	1373
421	2817668
422	338
423	2235
424	594
425	1179315
426	621
427	1002
428	610781
429	763
430	2456967
431	303
432	2008037
433	139170
434	1568454
435	2317
436	299111
437	1257
438	1428
439	486894
440	1069239
441	2483169
442	972
443	123
444	1240971
445	2228913
446	243
447	2360028
448	102
449	115
450	1942
451	2093839
452	2493471
453	401768
454	489724
455	311
456	18
457	711405
458	439
459	1032062
460	1824936
461	1920971
462	2712
463	358
464	1021107
465	1650
466	399
467	1856546
468	1369
469	322
470	1962
471	1668976
472	1022783
473	703
474	719
475	1304211
476	977
477	1941710
478	2499675
479	2267
480	1095
481	2368310
482	1546532
483	489
484	2624906
485	2483873
486	591007
487	1777767
488	319469
489	2532
490	582462
491	2674
492	433405
493	960
494	113017
495	1386
496	884637
497	584372
498	867730
499	1622064
500	2639429
501	2028406
502	718
503	177
504	109727
505	2287
506	1198
507	1740
508	1041
509	1793
510	979628
511	368624
512	1313
513	108
514	1312
515	2994
516	954654
517	852553
518	1958387
519	465
520	2100068
521	2218
522	1886304
523	429
524	1741
525	1364682
526	46
527	1669590
528	360684
529	1128710
530	423844
531	1504
532	967
533	257
534	151458
535	149160
536	1255
537	414
538	1051
539	408360
540	1258
541	2045
542	1136303
543	2906
544	1777
545	422749
546	1099445
547	116
548	2491696
549	58692
550	806823
551	1446
552	380680
553	2326
554	2036038
555	866586
556	1510
557	1706
558	2433707
559	2982
560	1019915
561	247
562	2189
563	2400
564	428445
565	1469375
566	1829
567	155
568	1141572
569	2875
570	571
571	2637
572	926
573	1419113
574	2121
575	253999
576	1599
577	2182
578	223
579	1670731
580	2411
581	1400
582	2892
583	793
584	1817
585	2976
586	1034
587	259
588	334968
589	2508999
590	825883
591	459
592	1670562
593	49
594	2246
595	1618174
596	530228
597	757861
598	923062
599	632
600	1171
601	2085
602	186
603	2032662
604	2940
605	2600907
606	3000
607	2152
608	2250955
609	597601
610	1074
611	456107
612	1022
613	1172
614	2351
615	325
616	2745397
617	2454
618	2503087
619	1407
620	1132
621	2459234
622	894
623	1773042
624	1918164
625	2790
626	2316652
627	2355366
628	291099
629	1971
630	1088992
631	1756
632	477
633	1669874
634	107
635	797
636	811924
637	525
638	1682
639	50
640	921
641	2920
642	1915300
643	2600
644	1760
645	2386609
646	2242946
647	86
648	953462
649	354118
650	659
651	1091
652	958209
653	2434
654	373
655	1138
656	1954035
657	300452
658	940639
659	85
660	780
661	751
662	1309307
663	1543
664	1913338
665	2816399
666	980250
667	2350
668	1634
669	2870455
670	2229909
671	1901
672	673
673	1487
674	666
675	513293
676	601
677	265
678	22
679	2827
680	547196
681	453527
682	398548
683	1646
684	1401
685	1936693
686	362374
687	2250326
688	1156
689	1574
690	2260
691	1614
692	71
693	1547061
694	865
695	221
696	1414
697	1560
698	1791596
699	2022
700	1949773
701	1472714
702	1370935
703	1782244
704	64657
705	1273
706	2524460
707	580403
708	1640331
709	1968396
710	142407
711	1654
712	1585197
713	1849
714	142
715	1716
716	2166687
717	542184
718	2066
719	1653
720	1462
721	611
722	800932
723	756560
724	947243
725	2914
726	958
727	717914
728	114
729	19
730	1909
731	1024
732	2846
733	2403424
734	1545
735	2368653
736	1882356
737	1786432
738	152653
739	2627894
740	2729
741	355078
742	513581
743	182
744	2733
745	293937
746	1082830
747	1989406
748	175129
749	1796
750	1109
751	1744
752	2127
753	460
754	1851229
755	2140
756	2096
757	1765000
758	2000114
759	301073
760	1249
761	1684
762	2486478
763	1864993
764	1371
765	1721390
766	1326162
767	2288566
768	668245
769	1495052
770	2576
771	1668
772	1061642
773	814284
774	264
775	2462763
776	458242
777	1557
778	1609
779	2753
780	669
781	2662773
782	2512
783	1019148
784	2903
785	1578659
786	1453
787	1670635
788	2225
789	1566968
790	7319
791	2973
792	2635
793	542509
794	2663941
795	1984
796	1427
797	2789432
798	1618058
799	2372673
800	1083663
801	1528
802	2635749
803	109
804	1888
805	1567328
806	252
807	949
808	2012055
809	803178
810	1675778
811	2084869
812	1559
813	249855
814	376417
815	2120575
816	650085
817	314
818	2116046
819	390
820	185472
821	708882
822	919
823	411
824	2907
825	1769
826	1376
827	2646971
828	1856
829	596778
830	471663
831	1080
832	2456
833	2049
834	422
835	1455
836	20
837	1503463
838	2487
839	576238
840	227535
841	1421
842	1021828
843	2898
844	2239
845	2404
846	2282586
847	454
848	724
849	2653
850	645148
851	2788110
852	2094257
853	37
854	1677017
855	2423
856	614677
857	1989
858	1861
859	1976
860	384149
861	2436
862	855789
863	2018
864	20566
865	2367037
866	610
867	1615
868	2804753
869	2450
870	172247
871	855
872	714604
873	741426
874	2955
875	2840
876	2306
877	2194983
878	2244
879	1085142
880	586746
881	533
882	748726
883	2932
884	1965
885	2095842
886	996574
887	748
888	2925
889	2274
890	651
891	2451
892	2423401
893	1454
894	1082
895	2784865
896	558034
897	1966862
898	964
899	1005181
900	880
901	739919
902	1012170
903	991
904	2087
905	885530
906	2224
907	442
908	852
909	1043001
910	1470921
911	710
912	2515
913	1011972
914	1224
915	1179
916	2027
917	1018
918	2480
919	554
920	1442
921	198353
922	597686
923	511
924	2309
925	2883
926	1367
927	823400
928	2086135
929	2464591
930	593
931	1768316
932	2832814
933	1019964
934	268
935	2742
936	2282618
937	90
938	1212
939	802
940	2619
941	1015
942	1215207
943	421005
944	1714
945	2484006
946	1936703
947	972731
948	1341
949	1038059
950	35
951	351
952	2085784
953	339
954	969786
955	1763462
956	1656684
957	276043
958	192
959	2091
960	1755910
961	2084
962	780998
963	236
964	440
965	2143017
966	1391
967	1850
968	2825
969	2838
970	1742
971	185480
972	1485972
973	505
974	2861
975	982295
976	2376250
977	1426764
978	2363998
979	721077
980	2867
981	2069
982	1481
983	1773
984	2597714
985	985
986	732
987	39021
988	745
989	1618
990	598558
991	1036229
992	1551
993	1736
994	2174
995	981835
996	1881
997	1314712
998	453
999	843582
1000	2204548
1001	1764951
1002	7
1003	171573
1004	566
1005	92795
1006	471583
1007	1091052
1008	2367121
1009	2259
1010	1589
1011	2719221
1012	2710167
1013	798541
1014	1171970
1015	787
1016	2434274
1017	870818
1018	98263
1019	1737
1020	623
1021	1725
1022	1034733
1023	2417
1024	796378
1025	1512
1026	1099
1027	1364685
1028	2184
1029	335329
1030	1246
1031	62025
1032	1834
1033	274238
1034	1611
1035	2881
1036	851
1037	2432593
1038	1945
1039	2401709
1040	2392616
1041	857444
1042	599
1043	2795669
1044	2754278
1045	962532
1046	747
1047	1118843
1048	1345
1049	299584
1050	2613229
1051	820256
1052	1395631
1053	373370
1054	693
1055	1311
1056	2494109
1057	1173816
1058	2186
1059	392836
1060	383
1061	822190
1062	291222
1063	2214
1064	2778619
1065	2180299
